,frequence,amplitude
762,干货！2019年结直肠癌用药新进展年终盘点！,http://ask.globecancer.com/article-15558.html
763,2020年，美国NCCN结肠癌治疗指南出炉！不去看医生，也能知道用药方案,http://ask.globecancer.com/article-15609.html
764,67岁女前几天检查出直肠癌应该是晚期,http://ask.globecancer.com/q-29.html
765,甲状腺癌患者适合用PD-1吗,http://ask.globecancer.com/q-1231.html
766,美国有哪些新的药物和技术治疗甲状腺癌吗,http://ask.globecancer.com/q-1244.html
767,甲状腺癌有适合的药物治疗吗？,http://ask.globecancer.com/q-722.html
768,有甲状腺结节，要不要尽快手术切除啊,http://ask.globecancer.com/q-721.html
769,甲状腺癌有哪些治疗方式,http://ask.globecancer.com/q-711.html
770,怀疑是甲状腺癌需要做基因检测吗,http://ask.globecancer.com/q-1243.html
771,甲状腺癌适不适合用细胞免疫治疗,http://ask.globecancer.com/q-1232.html
772,吃营养保健品可以预防甲状腺癌吗,http://ask.globecancer.com/q-1239.html
773,抗癌的保健品对甲状腺癌有作用吗,http://ask.globecancer.com/q-1245.html
774,甲状腺癌术后预防复发的方法,http://ask.globecancer.com/q-1230.html
775,甲状腺乳头状癌晚期还适合什么治疗,http://ask.globecancer.com/q-1234.html
776,预防甲状腺癌需要注意哪些,http://ask.globecancer.com/q-1240.html
777,抗癌的保健品对甲状腺癌有作用吗,http://ask.globecancer.com/q-1245.html
778,甲状腺乳头状癌晚期还适合什么治疗,http://ask.globecancer.com/q-1234.html
779,国内患者怎样报名参加C019199的临床试验？,http://ask.globecancer.com/q-1963.html
780,国内C019199临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-1962.html
781,国内有免费的C019199临床试验可以参加吗？,http://ask.globecancer.com/q-1961.html
782,如果CSF1R基因检测没有突变怎么办？能盲试吗？,http://ask.globecancer.com/q-1960.html
783,使用C019199需要做哪些检测？,http://ask.globecancer.com/q-1959.html
784,C019199是针对哪种基因突变的？,http://ask.globecancer.com/q-1958.html
785,C019199能治疗哪些癌症？,http://ask.globecancer.com/q-1957.html
786,美国国立卫生研究院：关于癌症靶向治疗，十件事，靶向治疗与化疗区别/靶向治疗分类/各个癌肿靶向药物/靶,http://ask.globecancer.com/article-15666.html
787,2020年，美国NCCN结肠癌治疗指南出炉！不去看医生，也能知道用药方案,http://ask.globecancer.com/article-15609.html
788,强大的抗癌力量就在体内！肠道菌群竟然能够提升各类癌症治疗的成功率！,http://ask.globecancer.com/article-15599.html
789,直肠癌转移肝，医生要求肝肠切除,http://ask.globecancer.com/q-12.html
790,医生你好，我刚做完结肠癌手术，想问一下平时饮食上要注意什么,http://ask.globecancer.com/q-21.html
791,67岁女前几天检查出直肠癌应该是晚期,http://ask.globecancer.com/q-29.html
792,肠癌有必要做全基因测序吗？,http://ask.globecancer.com/q-112.html
793,干货！2019年结直肠癌用药新进展年终盘点！,http://ask.globecancer.com/article-15558.html
794,甲状腺癌是否有临床试验,http://ask.globecancer.com/q-1235.html
795,北京治疗甲状腺癌比较权威的专家,http://ask.globecancer.com/q-1241.html
796,美国看甲状腺癌比较权威的专家,http://ask.globecancer.com/q-1242.html
797,甲状腺癌患者适合做电场治疗吗,http://ask.globecancer.com/q-1233.html
798,专家会诊主要是什么内容？,http://ask.globecancer.com/q-1587.html
799,就医绿通都可以帮我做什么,http://ask.globecancer.com/q-1586.html
800,ALK基因检测方法有哪些？,http://ask.globecancer.com/q-1617.html
801,为什么说ALK突变是“钻石突变”？,http://ask.globecancer.com/q-1615.html
802,ALK基因的突变率有多高？,http://ask.globecancer.com/q-1614.html
803,ALK基因的突变类型有几种？,http://ask.globecancer.com/q-1613.html
804,什么是ALK基因？,http://ask.globecancer.com/q-1611.html
805,什么是溶瘤病毒？,http://ask.globecancer.com/q-2073.html
806,国内有免费的瑞波替尼临床试验可以参加吗？,http://ask.globecancer.com/q-1721.html
807,使用瑞波替尼需要做哪些检测？,http://ask.globecancer.com/q-1720.html
808,国内患者怎样报名参加恩曲替尼的临床试验？,http://ask.globecancer.com/q-1707.html
809,使用恩曲替尼需要做哪些检测？,http://ask.globecancer.com/q-1704.html
810,恩曲替尼在中国上市了吗？在哪里可以买到？,http://ask.globecancer.com/q-1702.html
811,早期和晚期癌症都能使用恩曲替尼吗？,http://ask.globecancer.com/q-1699.html
812,如果NTRK基因检测没有突变怎么办？能盲试吗？,http://ask.globecancer.com/q-1687.html
813,哪个公司检测NTRK基因更准确？,http://ask.globecancer.com/q-1686.html
814,使用拉罗替尼需要做哪些检测？,http://ask.globecancer.com/q-1685.html
815,国内患者如何接受瑞波替尼治疗？,http://ask.globecancer.com/q-1672.html
816,ROS1基因突变如何检测更准确？,http://ask.globecancer.com/q-1656.html
817,国内患者如何接受恩曲替尼治疗？,http://ask.globecancer.com/q-1647.html
818,国内患者如何接受拉罗替尼治疗？,http://ask.globecancer.com/q-1644.html
819,哪些肿瘤能用拉罗替尼治疗？,http://ask.globecancer.com/q-1642.html
820,用于治疗ALK阳性晚期非小细胞肺癌的国产靶向药有哪些？,http://ask.globecancer.com/q-1621.html
821,ALK基因检测方法有哪些？,http://ask.globecancer.com/q-1617.html
822,为什么说ALK突变是“钻石突变”？,http://ask.globecancer.com/q-1615.html
823,ALK基因的突变率有多高？,http://ask.globecancer.com/q-1614.html
824,ALK基因的突变类型有几种？,http://ask.globecancer.com/q-1613.html
825,什么是ALK基因？,http://ask.globecancer.com/q-1611.html
826,国内有瑞波替尼同类药物或者仿制药物吗？,http://ask.globecancer.com/q-1726.html
827,使用拉罗替尼需要做哪些检测？,http://ask.globecancer.com/q-1685.html
828,拉罗替尼有国产药吗？,http://ask.globecancer.com/q-1682.html
829,早期和晚期癌症都能使用拉罗替尼吗？,http://ask.globecancer.com/q-1680.html
830,拉罗替尼的治疗效果和治疗数据怎么样？,http://ask.globecancer.com/q-1679.html
831,拉罗替尼能治疗哪些癌症？,http://ask.globecancer.com/q-1678.html
832,拉罗替尼治疗非小细胞肺癌效果好吗？,http://ask.globecancer.com/q-1645.html
833,治疗NTRK基因的靶向药物效果如何？,http://ask.globecancer.com/q-1641.html
834,如何检测NTRK基因?,http://ask.globecancer.com/q-1639.html
835,治疗NTRK基因突变的靶向药物有哪些？,http://ask.globecancer.com/q-1636.html
836,NTRK融合基因该如何检测？,http://ask.globecancer.com/q-1635.html
837,什么是溶瘤病毒？,http://ask.globecancer.com/q-2073.html
838,国内有免费的瑞波替尼临床试验可以参加吗？,http://ask.globecancer.com/q-1721.html
839,使用瑞波替尼需要做哪些检测？,http://ask.globecancer.com/q-1720.html
840,国内患者怎样报名参加恩曲替尼的临床试验？,http://ask.globecancer.com/q-1707.html
841,使用恩曲替尼需要做哪些检测？,http://ask.globecancer.com/q-1704.html
842,恩曲替尼在中国上市了吗？在哪里可以买到？,http://ask.globecancer.com/q-1702.html
843,早期和晚期癌症都能使用恩曲替尼吗？,http://ask.globecancer.com/q-1699.html
844,如果NTRK基因检测没有突变怎么办？能盲试吗？,http://ask.globecancer.com/q-1687.html
845,哪个公司检测NTRK基因更准确？,http://ask.globecancer.com/q-1686.html
846,使用拉罗替尼需要做哪些检测？,http://ask.globecancer.com/q-1685.html
847,国内患者如何接受瑞波替尼治疗？,http://ask.globecancer.com/q-1672.html
848,ROS1基因突变如何检测更准确？,http://ask.globecancer.com/q-1656.html
849,国内患者如何接受恩曲替尼治疗？,http://ask.globecancer.com/q-1647.html
850,国内患者如何接受拉罗替尼治疗？,http://ask.globecancer.com/q-1644.html
851,哪些肿瘤能用拉罗替尼治疗？,http://ask.globecancer.com/q-1642.html
852,拉罗替尼是针对哪种基因突变的？,http://ask.globecancer.com/q-1684.html
853,拉罗替尼多少钱？是否可以社保报销？,http://ask.globecancer.com/q-1681.html
854,拉罗替尼是针对哪种基因突变的？,http://ask.globecancer.com/q-1684.html
855,拉罗替尼多少钱？是否可以社保报销？,http://ask.globecancer.com/q-1681.html
856,AB011注射液是如何发挥抗肿瘤作用的？,http://ask.globecancer.com/q-1933.html
857,AMG-510治疗结直肠癌效果和临床数据怎么样？,http://ask.globecancer.com/q-2101.html
858,国内患者怎样报名参加C019199的临床试验？,http://ask.globecancer.com/q-1963.html
859,国内C019199临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-1962.html
860,国内有免费的C019199临床试验可以参加吗？,http://ask.globecancer.com/q-1961.html
861,如果CSF1R基因检测没有突变怎么办？能盲试吗？,http://ask.globecancer.com/q-1960.html
862,使用C019199需要做哪些检测？,http://ask.globecancer.com/q-1959.html
863,C019199是针对哪种基因突变的？,http://ask.globecancer.com/q-1958.html
864,C019199能治疗哪些癌症？,http://ask.globecancer.com/q-1957.html
865,国内患者怎样报名参加RX-208的临床试验？,http://ask.globecancer.com/q-2010.html
866,国内RX-208临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-2009.html
867,国内有免费的RX-208临床试验可以参加吗？,http://ask.globecancer.com/q-2007.html
868,使用RX-208需要做哪些检测？,http://ask.globecancer.com/q-2006.html
869,RX-208能治疗哪些癌症？,http://ask.globecancer.com/q-2004.html
870,RX-208是一种什么抗癌药物？,http://ask.globecancer.com/q-2003.html
871,膀胱癌手术后需要吃什么能快速恢复？,http://ask.globecancer.com/q-1165.html
872,尿路上皮癌术后复发，有什么好方法治疗吗？,http://ask.globecancer.com/q-1157.html
873,化疗白细胞低要吃什么好？,http://ask.globecancer.com/q-1148.html
874,肾癌术后多久可以抽烟？,http://ask.globecancer.com/q-1146.html
875,膀胱癌术后快两年了，复发的概率还大吗？怎么能预防复发，做细胞免疫治疗有预防作用吗？,http://ask.globecancer.com/q-693.html
876,尿路上皮癌手术后快两年了，还用每三个月按时检查吗？,http://ask.globecancer.com/q-691.html
877,雄激素剥夺治疗雄激素剥夺治疗（ADT）,http://ask.globecancer.com/article-15324.html
878,肝癌的保肝治疗/对症支持治疗,http://ask.globecancer.com/article-15195.html
879,一家五兄弟四人患癌 他们都有这样一个习惯,http://ask.globecancer.com/article-14992.html
880,战胜致命脑瘤后，他说这两点最重要,http://ask.globecancer.com/article-15058.html
881,四月：食管癌关注月，这些预防措施你做到了吗,http://ask.globecancer.com/article-15129.html
882,肠造口康复治疗,http://ask.globecancer.com/article-15254.html
883,脑胶质瘤的基础介绍,http://ask.globecancer.com/article-15313.html
884,ROS1基因突变的肺腺癌患者，一直吃克唑替尼控制病情。出现脑转移和肺部病灶变大，重新做基因检测是ROS1-exon-32/34(R032+R034)突变，后续用哪种靶向药比较好？,http://ask.globecancer.com/q-1675.html
885,克唑替尼耐药后服用布加替尼还有效果吗？,http://ask.globecancer.com/q-1625.html
886,克唑替尼对ALK阳性的晚期非小细胞肺癌有效果吗？,http://ask.globecancer.com/q-1624.html
887,克唑替尼耐药后怎么办？,http://ask.globecancer.com/q-1623.html
888,溶瘤病毒制剂T601是用病毒制成的抗肿瘤药吗？,http://ask.globecancer.com/q-2076.html
889,溶瘤病毒T601是一种什么药？,http://ask.globecancer.com/q-2075.html
890,瑞波替尼在中国上市了吗？在哪里可以买到,http://ask.globecancer.com/q-1718.html
891,瑞波替尼是一种什么抗癌药物？,http://ask.globecancer.com/q-1712.html
892,国内患者怎样报名参加溶瘤病毒T601的临床试验？,http://ask.globecancer.com/q-2082.html
893,国内溶瘤病毒制剂T601临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-2081.html
894,国内有免费的溶瘤病毒制剂T601临床试验可以参加吗？,http://ask.globecancer.com/q-2080.html
895,溶瘤病毒制剂T601都有哪些作用？,http://ask.globecancer.com/q-2079.html
896,溶瘤病毒制剂T601是如何杀灭肿瘤细胞的？,http://ask.globecancer.com/q-2078.html
897,溶瘤病毒制剂T601都能治疗哪些癌症？,http://ask.globecancer.com/q-2077.html
898,瑞波替尼多少钱？是否可以社保报销？,http://ask.globecancer.com/q-1716.html
899,奥拉帕尼挑战胰腺癌！有这个突变，你也可能把癌王“吃没”,http://ask.globecancer.com/article-15105.html
900,美国foundation基因检测指导晚期肾癌患者用药,http://ask.globecancer.com/article-15104.html
901,胰腺癌晚期免疫疗法----美国PD-1疗法,http://ask.globecancer.com/article-15109.html
902,【MD安德森病理会诊】如何确诊淋巴瘤？没你想的那么简单！,http://ask.globecancer.com/article-15111.html
903,foundation案例分享2】 罕见肉瘤患者基因检测后接受靶向治疗，肿瘤显著缩小！,http://ask.globecancer.com/article-15114.html
904,医生宣布“临床治愈”！实验性药物让九岁女孩逃离癌症魔掌！,http://ask.globecancer.com/article-15116.html
905,超过7000名肿瘤患者使用电场疗法回归正常生活！,http://ask.globecancer.com/article-15117.html
906,想参加新药拉罗替尼的试验要怎么做？,http://ask.globecancer.com/q-1194.html
907,膀胱癌患者可以参加拉罗替尼的临床试验吗？,http://ask.globecancer.com/q-1193.html
908,国内CAR-T临床试验在哪里招募，需要什么要求，病人是胰腺癌可以吗？招募多少人呢,http://ask.globecancer.com/q-113.html
909,34岁确诊肺腺癌Ⅳ期，我的PD1试药经历,http://ask.globecancer.com/q-162.html
910,父亲今天免疫组化结果出来了，是肺腺癌，医院说给弄免费的临床实验，大家说这个实验好不好。,http://ask.globecancer.com/q-161.html
