C:\anaconda3\envs\py37\python.exe "E:/Python projects/spider/kang_ai_bang/dandu_zhuaqu.py"
模块问题: 胃癌药物 对应链接: http://ask.globecancer.com/tag/weiaiyaowu.html
模块问题: 胃癌副作用处理 对应链接: http://ask.globecancer.com/tag/weiaifuzuoyongchuli.html
模块问题: 胃癌基因检测 对应链接: http://ask.globecancer.com/tag/weiaijiyinjiance.html
模块问题: 胃癌免疫细胞治疗 对应链接: http://ask.globecancer.com/tag/weiaimianyixibaozhiliao.html
模块问题: 胃癌Car-T细胞 对应链接: http://ask.globecancer.com/tag/weiaiarxibao.html
模块问题: 胃癌癌症疫苗 对应链接: http://ask.globecancer.com/tag/weiaiaizhengyimiao.html
模块问题: 胃癌康复治疗 对应链接: http://ask.globecancer.com/tag/weiaikangfuzhiliao.html
模块问题: 胃癌营养饮食 对应链接: http://ask.globecancer.com/tag/weiaiyingyangyinshi.html
模块问题: 胃癌新药临床试验 对应链接: http://ask.globecancer.com/tag/weiaixinyaolinchuangshiyan.html
模块问题: 胃癌腹腔种植转移 对应链接: http://ask.globecancer.com/tag/weiaifuqiangzhongzhizhuanyi.html
模块问题: 胃癌腹水 对应链接: http://ask.globecancer.com/tag/weiaifushui.html
模块问题: 胃癌预防复发 对应链接: http://ask.globecancer.com/tag/weiaiyufangfufa.html
模块问题: 胃癌五年生存率 对应链接: http://ask.globecancer.com/tag/weiaiwunianshengcunlv.html
模块问题: 胃癌TAS-102 对应链接: http://ask.globecancer.com/tag/weiai102.html
模块问题: 胃癌日本胃癌手术 对应链接: http://ask.globecancer.com/tag/weiairibenweiaishoushu.html
模块问题: 胃癌日本胃癌治疗 对应链接: http://ask.globecancer.com/tag/weiairibenweiaizhiliao.html
模块问题: 胃癌日本胃癌筛查 对应链接: http://ask.globecancer.com/tag/weiairibenweiaishaicha.html
模块问题: 胃癌临床试验招募 对应链接: http://ask.globecancer.com/tag/weiailinchuangshiyanzhaomu.html
模块问题: 胃肠道间质瘤 对应链接: http://ask.globecancer.com/tag/weichangdaojianzhiliu.html
模块问题: 胃肠道间质瘤靶向药物 对应链接: http://ask.globecancer.com/tag/weichangdaojianzhiliubaxiangyaowu.html
模块问题: 胃癌电场疗法 对应链接: http://ask.globecancer.com/tag/weiaidianchangliaofa.html
模块问题: 胃癌靶向治疗 对应链接: http://ask.globecancer.com/tag/weiaibaxiangzhiliao.html
模块问题: 胃癌临床试验 对应链接: http://ask.globecancer.com/tag/weiailinchuangshiyan.html
模块问题: 胃癌免疫检查点抑制剂 对应链接: http://ask.globecancer.com/tag/weiaimianyijianchadianyizhiji.html
模块问题: 胃癌派姆单抗 对应链接: http://ask.globecancer.com/tag/weiaipaimudankang.html
模块问题: 胃癌纳武单抗 对应链接: http://ask.globecancer.com/tag/weiainawudankang.html
模块问题: 晚期非小细胞肺癌 对应链接: http://ask.globecancer.com/tag/wanqifeixiaoxibaofeiai.html
模块问题: 胃癌 对应链接: http://ask.globecancer.com/tag/weiai.html
模块问题: 胃癌基因突变 对应链接: http://ask.globecancer.com/tag/weiaijiyintubian.html
模块问题: 胃腺癌靶向药 对应链接: http://ask.globecancer.com/tag/weixianaibaxiangyao.html
模块问题: 细胞免疫 对应链接: http://ask.globecancer.com/tag/xibaomianyi.html
模块问题: CART细胞 对应链接: http://ask.globecancer.com/tag/xibao.html
模块问题: 新药临床试验 对应链接: http://ask.globecancer.com/tag/xinyaolinchuangshiyan.html
模块问题: 胸膜转移 对应链接: http://ask.globecancer.com/tag/xiongmozhuanyi.html
模块问题: 胸水 对应链接: http://ask.globecancer.com/tag/xiongshui.html
模块问题: 西妥昔单抗（爱必妥） 对应链接: http://ask.globecancer.com/tag/xituoxidankangaibituo.html
模块问题: 消融治疗 对应链接: http://ask.globecancer.com/tag/xiaorongzhiliao.html
模块问题: CAR-T细胞治疗 对应链接: http://ask.globecancer.com/tag/xibaozhiliao.html
模块问题: 小细胞肺癌 对应链接: http://ask.globecancer.com/tag/xiaoxibaofeiai.html
模块问题: 细胞免疫临床实验 对应链接: http://ask.globecancer.com/tag/xibaomianyilinchuangshiyan.html
模块问题: 循环肿瘤CTC技术 对应链接: http://ask.globecancer.com/tag/xunhuanzhongliujishu.html
模块问题: 小细胞肺癌脑转移 对应链接: http://ask.globecancer.com/tag/xiaoxibaofeiainaozhuanyi.html
模块问题: 营养康复 对应链接: http://ask.globecancer.com/tag/yingyangzhiliao.html
模块问题: 药物 对应链接: http://ask.globecancer.com/tag/yaowu.html
模块问题: 营养饮食 对应链接: http://ask.globecancer.com/tag/yingyangyinshi.html
模块问题: 易瑞沙 对应链接: http://ask.globecancer.com/tag/yiruisha.html
模块问题: 预防复发 对应链接: http://ask.globecancer.com/tag/yufangfufa.html
模块问题: 印戒细胞癌 对应链接: http://ask.globecancer.com/tag/yinjiexibaoai.html
模块问题: ER/PR阳性 对应链接: http://ask.globecancer.com/tag/yangxing.html
模块问题: 胰腺癌专家 对应链接: http://ask.globecancer.com/tag/yixianaizhuanjia.html
模块问题: PARP抑制剂 对应链接: http://ask.globecancer.com/tag/yizhiji.html
模块问题: 胰腺癌复发转移 对应链接: http://ask.globecancer.com/tag/yixianaifufazhuanyi.html
模块问题: 异环磷酰胺 对应链接: http://ask.globecancer.com/tag/yihuanlinan.html
模块问题: 胰腺癌放疗 对应链接: http://ask.globecancer.com/tag/yixianaifangliao.html
模块问题: 胰腺癌化疗 对应链接: http://ask.globecancer.com/tag/yixianaihualiao.html
模块问题: 胰腺癌吉西他滨 对应链接: http://ask.globecancer.com/tag/yixianaijixitabin.html
模块问题: 胰腺癌紫杉醇 对应链接: http://ask.globecancer.com/tag/yixianaizishanchun.html
模块问题: 胰腺癌PARP抑制剂 对应链接: http://ask.globecancer.com/tag/yixianaiyizhiji.html
模块问题: 胰腺癌奥拉帕利 对应链接: http://ask.globecancer.com/tag/yixianaiaolapali.html
模块问题: 胰腺癌拉罗替尼 对应链接: http://ask.globecancer.com/tag/yixianailaluotini.html
模块问题: 胰腺癌Opdivo 对应链接: http://ask.globecancer.com/tag/yixianaipdivo.html
模块问题: 胰腺癌Keytruda 对应链接: http://ask.globecancer.com/tag/yixianaieytruda.html
模块问题: 胰腺癌根治性手术 对应链接: http://ask.globecancer.com/tag/yixianaigenzhixingshoushu.html
模块问题: 胰腺癌无法手术患者 对应链接: http://ask.globecancer.com/tag/yixianaiwufashoushuhuanzhe.html
模块问题: 胰腺癌质子治疗 对应链接: http://ask.globecancer.com/tag/yixianaizhizizhiliao.html
模块问题: 胰腺癌拓姆刀 对应链接: http://ask.globecancer.com/tag/yixianaituomudao.html
模块问题: 胰腺癌靶向药物 对应链接: http://ask.globecancer.com/tag/yixianaibaxiangyaowu.html
模块问题: 胰腺癌PD1/PDL1 对应链接: http://ask.globecancer.com/tag/yixianai11.html
模块问题: 胰腺癌药物 对应链接: http://ask.globecancer.com/tag/yixianaiyaowu.html
模块问题: 胰腺癌肿瘤浸润淋巴细胞（TIL）治疗 对应链接: http://ask.globecancer.com/tag/yixianaizhongliujinrunlinbaxibaozhiliao.html
模块问题: 胰腺癌CAR-T细胞治疗 对应链接: http://ask.globecancer.com/tag/yixianaixibaozhiliao.html
模块问题: 胰腺癌副作用处理 对应链接: http://ask.globecancer.com/tag/yixianaifuzuoyongchuli.html
模块问题: 胰腺癌基因检测 对应链接: http://ask.globecancer.com/tag/yixianaijiyinjiance.html
模块问题: 胰腺癌免疫细胞治疗 对应链接: http://ask.globecancer.com/tag/yixianaimianyixibaozhiliao.html
模块问题: 胰腺癌癌症疫苗 对应链接: http://ask.globecancer.com/tag/yixianaiaizhengyimiao.html
模块问题: 胰腺癌康复治疗 对应链接: http://ask.globecancer.com/tag/yixianaikangfuzhiliao.html
模块问题: 胰腺癌营养饮食 对应链接: http://ask.globecancer.com/tag/yixianaiyingyangyinshi.html
模块问题: 胰腺癌新药临床试验 对应链接: http://ask.globecancer.com/tag/yixianaixinyaolinchuangshiyan.html
模块问题: 胰腺癌预防复发 对应链接: http://ask.globecancer.com/tag/yixianaiyufangfufa.html
模块问题: 胰腺癌姑息治疗 对应链接: http://ask.globecancer.com/tag/yixianaiguxizhiliao.html
模块问题: 胰腺癌止痛治疗 对应链接: http://ask.globecancer.com/tag/yixianaizhitongzhiliao.html
模块问题: 胰腺癌电场治疗 对应链接: http://ask.globecancer.com/tag/yixianaidianchangzhiliao.html
模块问题: 胰腺癌五年生存率 对应链接: http://ask.globecancer.com/tag/yixianaiwunianshengcunlv.html
模块问题: 胰腺癌美国专家 对应链接: http://ask.globecancer.com/tag/yixianaimeiguozhuanjia.html
模块问题: 胰腺癌美国新药 对应链接: http://ask.globecancer.com/tag/yixianaimeiguoxinyao.html
模块问题: 胰腺癌奥拉帕尼 对应链接: http://ask.globecancer.com/tag/yixianaiaolapani.html
模块问题: 胰腺癌Kras 对应链接: http://ask.globecancer.com/tag/yixianairas.html
模块问题: 胰腺癌医院 对应链接: http://ask.globecancer.com/tag/yixianaiyiyuan.html
模块问题: 胰腺癌细胞免疫治疗 对应链接: http://ask.globecancer.com/tag/yixianaixibaomianyizhiliao.html
模块问题: 胰腺癌中医治疗 对应链接: http://ask.globecancer.com/tag/yixianaizhongyizhiliao.html
模块问题: 益生菌 对应链接: http://ask.globecancer.com/tag/yishengjun.html
模块问题: HPV疫苗 对应链接: http://ask.globecancer.com/tag/yimiao.html
模块问题: ALK阳性 对应链接: http://ask.globecancer.com/tag/yangxing.html
模块问题: ALK阳性非小细胞肺癌 对应链接: http://ask.globecancer.com/tag/yangxingfeixiaoxibaofeiai.html
模块问题: ALK抑制剂 对应链接: http://ask.globecancer.com/tag/yizhiji.html
模块问题: TRK抑制剂 对应链接: http://ask.globecancer.com/tag/yizhiji.html
模块问题: 胰腺癌 对应链接: http://ask.globecancer.com/tag/yixianai.html
模块问题: 胰腺癌靶向药 对应链接: http://ask.globecancer.com/tag/yixianaibaxiangyao.html
模块问题: 诊断 对应链接: http://ask.globecancer.com/tag/zhenduan.html
模块问题: 中医 对应链接: http://ask.globecancer.com/tag/zhongyizhiliao.html
模块问题: 质子治疗 对应链接: http://ask.globecancer.com/tag/zhizizhiliao.html
模块问题: 副作用处理 对应链接: http://ask.globecancer.com/tag/zhuanyi.html
模块问题: 质子 对应链接: http://ask.globecancer.com/tag/zhizi.html
模块问题: 直肠癌 对应链接: http://ask.globecancer.com/tag/zhichangai.html
模块问题: 紫杉醇 对应链接: http://ask.globecancer.com/tag/zishanchun.html
模块问题: 肿瘤浸润淋巴细胞（TIL)治疗 对应链接: http://ask.globecancer.com/tag/zhongliujinrunlinbaxibaozhiliao.html
模块问题: 止痛治疗 对应链接: http://ask.globecancer.com/tag/zhitongzhiliao.html
模块问题: 肿瘤细胞减灭术 对应链接: http://ask.globecancer.com/tag/zhongliuxibaojianmieshu.html
模块问题: 脂肪肉瘤 对应链接: http://ask.globecancer.com/tag/zhifangrouliu.html
模块问题: 脂肪肉瘤根治性手术 对应链接: http://ask.globecancer.com/tag/zhifangrouliugenzhixingshoushu.html
模块问题: 脂肪肉瘤放疗 对应链接: http://ask.globecancer.com/tag/zhifangrouliufangliao.html
模块问题: 脂肪肉瘤质子治疗 对应链接: http://ask.globecancer.com/tag/zhifangrouliuzhizizhiliao.html
模块问题: 脂肪肉瘤化疗 对应链接: http://ask.globecancer.com/tag/zhifangrouliuhualiao.html
模块问题: 脂肪肉瘤靶向药物 对应链接: http://ask.globecancer.com/tag/zhifangrouliubaxiangyaowu.html
模块问题: 脂肪肉瘤PD1/PDL1 对应链接: http://ask.globecancer.com/tag/zhifangrouliu11.html
模块问题: 脂肪肉瘤药物 对应链接: http://ask.globecancer.com/tag/zhifangrouliuyaowu.html
模块问题: 脂肪肉瘤副作用处理 对应链接: http://ask.globecancer.com/tag/zhifangrouliufuzuoyongchuli.html
模块问题: 脂肪肉瘤基因检测 对应链接: http://ask.globecancer.com/tag/zhifangrouliujiyinjiance.html
模块问题: 脂肪肉瘤免疫细胞治疗 对应链接: http://ask.globecancer.com/tag/zhifangrouliumianyixibaozhiliao.html
模块问题: 脂肪肉瘤癌症疫苗 对应链接: http://ask.globecancer.com/tag/zhifangrouliuaizhengyimiao.html
模块问题: 脂肪肉瘤康复治疗 对应链接: http://ask.globecancer.com/tag/zhifangrouliukangfuzhiliao.html
模块问题: 脂肪肉瘤营养饮食 对应链接: http://ask.globecancer.com/tag/zhifangrouliuyingyangyinshi.html
模块问题: 脂肪肉瘤新药临床试验 对应链接: http://ask.globecancer.com/tag/zhifangrouliuxinyaolinchuangshiyan.html
模块问题: 脂肪肉瘤复发转移 对应链接: http://ask.globecancer.com/tag/zhifangrouliufufazhuanyi.html
模块问题: 脂肪肉瘤预防复发 对应链接: http://ask.globecancer.com/tag/zhifangrouliuyufangfufa.html
模块问题: 脂肪肉瘤姑息治疗 对应链接: http://ask.globecancer.com/tag/zhifangrouliuguxizhiliao.html
模块问题: 脂肪肉瘤止痛治疗 对应链接: http://ask.globecancer.com/tag/zhifangrouliuzhitongzhiliao.html
模块问题: 脂肪肉瘤五年生存率 对应链接: http://ask.globecancer.com/tag/zhifangrouliuwunianshengcunlv.html
模块问题: 肿瘤基因检测 对应链接: http://ask.globecancer.com/tag/zhongliujiyinjiance.html
模块问题: 肿瘤基因检测适合人群 对应链接: http://ask.globecancer.com/tag/zhongliujiyinjianceshiherenqun.html
模块问题: 肿瘤 对应链接: http://ask.globecancer.com/tag/zhongliu.html
模块问题: 转移性非小细胞肺癌 对应链接: http://ask.globecancer.com/tag/zhuanyixingfeixiaoxibaofeiai.html
模块问题: 转移性胰腺癌 对应链接: http://ask.globecancer.com/tag/zhuanyixingyixianai.html
809
809
癌症分期
问题: 四期肾癌有什么好的治疗方法吗？ 问题链接: http://ask.globecancer.com/q-1088.html
问题: 我父亲77，刚查出食道癌，加强CT显示除了食道有增厚，狭窄，其他无病变，是否可以认为是属于食道癌中期 问题链接: http://ask.globecancer.com/q-712.html
问题: 食管恶性肿瘤食管下段鳞癌T3N0M0IIA期是什么期？ 问题链接: http://ask.globecancer.com/q-663.html
问题: 胰腺癌的分期 问题链接: http://ask.globecancer.com/article-15327.html
问题: 食管癌分期综合治疗模式 问题链接: http://ask.globecancer.com/article-15315.html
问题: 肝癌的分期？ 问题链接: http://ask.globecancer.com/article-15185.html
问题: 胃癌的分期 问题链接: http://ask.globecancer.com/article-15163.html
问题: 肺癌分期阶段 问题链接: http://ask.globecancer.com/article-15151.html
问题: 前 列 腺 基础百科 问题链接: http://ask.globecancer.com/article-15143.html
问题: 膀胱癌百科 问题链接: http://ask.globecancer.com/article-15146.html
癌症疫苗
问题: 承载着所有癌症患者及家属希望的免疫细胞，我们要如何保护你？ 问题链接: http://ask.globecancer.com/article-15478.html
问题: 【肺癌疫苗】神奇的古巴肺癌疫苗让晚期肺癌患者重回正常生活！ 问题链接: http://ask.globecancer.com/article-15373.html
问题: 【肺癌】为救老爸，飞跃半个地球的故事 问题链接: http://ask.globecancer.com/article-15372.html
问题: 从古巴走私回家的纪念品：非小细胞肺癌疫苗 问题链接: http://ask.globecancer.com/article-15371.html
问题: 非小细胞肺癌疫苗 美国CNN报道，一辈子都在吸烟的他，从被诊断为肺癌至今已幸存10年。。。 问题链接: http://ask.globecancer.com/article-15367.html
问题: 全球肿瘤医生网出访古巴政府医疗服务机构SMC，将为国内癌症患者提供更好服务 问题链接: http://ask.globecancer.com/article-15365.html
问题: 火速收藏！适用所有癌症类型的免疫疗法，你必须了解的十件事 问题链接: http://ask.globecancer.com/article-14934.html
问题: 比PD-1更有效的新抗原疫苗最新临床数据公布！完虐多种肿瘤 问题链接: http://ask.globecancer.com/article-14935.html
问题: 人体内的这类免疫细胞竟能制成挽救生命的癌症疫苗 问题链接: http://ask.globecancer.com/article-14963.html
问题: 又有一种癌症疫苗被设计成功 已在犬类骨肉瘤上凸显成效 问题链接: http://ask.globecancer.com/article-15006.html
问题: 终于被证实！生存期延长13.4个月！新型树突细胞免疫疗法横空出世 问题链接: http://ask.globecancer.com/article-15043.html
问题: 晚期肺癌幸存11年，全因这种“特药” 问题链接: http://ask.globecancer.com/article-15076.html
奥西替尼
阿帕替尼
问题: 阿帕替尼在国内上市了吗？进入医保了吗？ 问题链接: http://ask.globecancer.com/q-1475.html
Car-T细胞
安罗替尼
埃克替尼
